tick,reward,values,next_values,target_values,loss
1.0,-0.41870856285095215,0.07543623447418213,0.4460086524486542,0.022839948534965515,0.241008460521698
2.0,-0.41870856285095215,0.07216282933950424,0.4460085928440094,0.022839946672320366,0.23501156270503998
3.0,-0.41870856285095215,0.0689384713768959,0.4460085928440094,0.022839946672320366,0.22915330529212952
4.0,-0.41870856285095215,0.06586696207523346,0.4460085928440094,0.022839946672320366,0.22342880070209503
5.0,-0.41870853304862976,0.06293974071741104,0.4460086524486542,0.022839946672320366,0.21783243119716644
6.0,-0.41870856285095215,0.06011962890625,0.446008563041687,0.022839944809675217,0.21236103773117065
7.0,-0.41870853304862976,0.05738423392176628,0.4460085928440094,0.022839946672320366,0.2070116400718689
8.0,-0.41870856285095215,0.0547194704413414,0.4460085928440094,0.022839948534965515,0.20178084075450897
9.0,-0.4187086224555969,0.05211789906024933,0.4460085928440094,0.022839946672320366,0.19666481018066406
10.0,-0.41870856285095215,0.04957696795463562,0.4460086524486542,0.022839948534965515,0.19165925681591034
11.0,-0.41870856285095215,0.047097187489271164,0.4460085928440094,0.022839948534965515,0.186759814620018
12.0,-0.41870856285095215,0.044680360704660416,0.4460085928440094,0.022839946672320366,0.18196244537830353
13.0,-0.4187086224555969,0.04232874885201454,0.4460085928440094,0.022839952260255814,0.17726360261440277
14.0,-0.41870856285095215,0.04004478454589844,0.4460085928440094,0.022839948534965515,0.17266014218330383
15.0,-0.41870856285095215,0.03783112391829491,0.4460085928440094,0.022839948534965515,0.1681492030620575
16.0,-0.41870856285095215,0.03569039702415466,0.4460086524486542,0.022839952260255814,0.1637280285358429
17.0,-0.4187086224555969,0.03362499177455902,0.4460085928440094,0.022839944809675217,0.15939390659332275
18.0,-0.41870853304862976,0.03163686394691467,0.4460085928440094,0.022839946672320366,0.1551441252231598
19.0,-0.41870856285095215,0.029728179797530174,0.4460085928440094,0.022839948534965515,0.15097755193710327
20.0,-0.41870853304862976,0.02790229581296444,0.4460085928440094,0.022839948534965515,0.1468968689441681
21.0,-0.41587966680526733,0.04306261986494064,0.4486090838909149,0.02824333682656288,0.14093255996704102
22.0,-0.41937950253486633,0.0370216891169548,0.44733235239982605,0.02347949706017971,0.1365443468093872
23.0,-0.4169510006904602,0.035242825746536255,0.4487425982952118,0.027304138988256454,0.13173836469650269
24.0,-0.41640475392341614,0.03112640418112278,0.4488503336906433,0.027957037091255188,0.12881985306739807
25.0,-0.4207268953323364,0.019000805914402008,0.44606125354766846,0.02087376080453396,0.1285543590784073
26.0,-0.41469311714172363,0.029129598289728165,0.4487609565258026,0.029580263420939445,0.12244439870119095
27.0,-0.41469305753707886,0.027284033596515656,0.448760986328125,0.029580263420939445,0.1189740002155304
28.0,-0.41312098503112793,0.025023918598890305,0.44874832034111023,0.031139859929680824,0.11588042974472046
29.0,-0.41010189056396484,0.024370763450860977,0.44888314604759216,0.034292396157979965,0.11032863706350327
30.0,-0.4207269251346588,0.011264000087976456,0.44606125354766846,0.020873762667179108,0.11159400641918182
31.0,-0.42016762495040894,0.010283214040100574,0.4460633397102356,0.021435081958770752,0.10841622948646545
32.0,-0.4193882346153259,0.008436056785285473,0.44602707028388977,0.022178545594215393,0.10503067076206207
33.0,-0.4178723990917206,0.018939122557640076,0.4487465023994446,0.0263865664601326,0.0992819294333458
34.0,-0.4104096591472626,0.018811224028468132,0.4488859176635742,0.033987414091825485,0.09454426914453506
35.0,-0.41312095522880554,0.016451572999358177,0.44874829053878784,0.031139858067035675,0.09470383822917938
36.0,-0.416951060295105,0.015352926217019558,0.4487425982952118,0.027304137125611305,0.09051016718149185
37.0,-0.4161812663078308,0.01737958937883377,0.4487494230270386,0.02808067761361599,0.088764488697052
38.0,-0.41808784008026123,0.013880261220037937,0.4482855498790741,0.025714918971061707,0.08510705083608627
39.0,-0.41787242889404297,0.013999301940202713,0.4487465023994446,0.0263865664601326,0.08322535455226898
40.0,-0.4171949028968811,0.013159548863768578,0.44851675629615784,0.0268366951495409,0.08071869611740112
41.0,-0.4060763418674469,0.017532797530293465,0.44799208641052246,0.037435807287693024,0.07785885781049728
42.0,-0.4105900824069977,0.01919194869697094,0.4475730061531067,0.03250719979405403,0.07582810521125793
43.0,-0.4066292643547058,0.027205515652894974,0.45075127482414246,0.03961450979113579,0.0691300630569458
44.0,-0.4078028202056885,0.02726461924612522,0.45032840967178345,0.038022302091121674,0.0684247687458992
45.0,-0.4021082818508148,0.026429476216435432,0.45060011744499207,0.04398582503199577,0.06798607110977173
46.0,-0.39894530177116394,0.028919296339154243,0.4506721496582031,0.047220125794410706,0.06513046473264694
47.0,-0.4018986225128174,0.028933487832546234,0.4507051408290863,0.044299498200416565,0.06305688619613647
48.0,-0.40647605061531067,0.019399773329496384,0.44791457056999207,0.03695937991142273,0.06400981545448303
49.0,-0.40478232502937317,0.029408469796180725,0.45055893063545227,0.04127101972699165,0.059234317392110825
50.0,-0.4059878885746002,0.02889721654355526,0.4502660632133484,0.03977545350790024,0.058378513902425766
51.0,-0.40934494137763977,0.025442780926823616,0.4503012001514435,0.03645329549908638,0.05574440956115723
52.0,-0.4066292941570282,0.02668679878115654,0.45075130462646484,0.03961450606584549,0.05266581103205681
53.0,-0.40731188654899597,0.021939147263765335,0.4479459524154663,0.03615458309650421,0.0548989474773407
54.0,-0.40315377712249756,0.022771093994379044,0.44804084300994873,0.04040665552020073,0.052856773138046265
55.0,-0.3989662826061249,0.030393371358513832,0.45066148042678833,0.04718855768442154,0.049471545964479446
