#####################################################################
# Alchemist log file - simulation started at: 2024-11-17T15:03+0000 #
#####################################################################
#
# seed = 0.0, scenarioType = fulloffloadcloud
#
# The columns have the following meaning: 
# time batteryPercentage[min] batteryPercentage[max] batteryPercentage[mean] batteryPercentage[variance] batteryCapacity[min] batteryCapacity[max] batteryCapacity[mean] batteryCapacity[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] ComponentsExecutionCount[min] ComponentsExecutionCount[max] ComponentsExecutionCount[mean] ComponentsExecutionCount[variance] cost[min] cost[max] cost[mean] cost[variance] totalCost[min] totalCost[max] totalCost[mean] totalCost[variance] 
9.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 111.1111111111111 29.523809523809526 2562.4926513815403
10.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 125.55555555555554 33.33333333333333 3267.078189300412
11.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 140.0 37.14285714285715 4057.1428571428582
12.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 154.44444444444446 40.952380952380956 4932.686654908878
13.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 168.8888888888889 44.76190476190477 5893.709582598473
14.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 183.33333333333337 48.571428571428584 6940.211640211644
15.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 197.77777777777783 52.380952380952394 8072.192827748387
16.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 212.22222222222229 56.190476190476204 9289.653145208706
17.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 226.66666666666674 60.00000000000002 10592.5925925926
18.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 241.1111111111112 63.80952380952383 11981.01116990007
19.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 255.55555555555566 67.61904761904765 13454.908877131109
20.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 270.0000000000001 71.42857142857146 15014.285714285725
21.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 284.44444444444457 75.23809523809527 16659.141681363915
22.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 298.888888888889 79.04761904761908 18389.476778365683
23.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 313.3333333333335 82.85714285714289 20205.29100529102
24.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 327.77777777777794 86.6666666666667 22106.58436213994
25.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 342.2222222222224 90.47619047619052 24093.356848912426
26.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 356.66666666666686 94.28571428571432 26165.60846560849
27.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 371.1111111111113 98.09523809523814 28323.339212228126
28.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 385.55555555555577 101.90476190476195 30566.549088771342
29.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 400.0000000000002 105.71428571428577 32895.23809523813
30.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 414.4444444444447 109.52380952380958 35309.40623162849
31.001133733261245 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 428.88888888888914 113.33333333333339 37809.05349794242
32.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 443.3333333333336 117.1428571428572 40394.179894179935
33.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 457.7777777777781 120.952380952381 43064.78542034102
34.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 472.22222222222257 124.76190476190483 45820.87007642569
35.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 486.666666666667 128.57142857142864 48662.43386243392
36.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 501.1111111111115 132.38095238095244 51589.47677836572
37.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 515.5555555555559 136.19047619047626 54601.998824221104
38.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 530.0000000000003 140.00000000000009 57700.00000000005
39.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 544.4444444444448 143.80952380952388 60883.48030570259
40.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 558.8888888888893 147.61904761904768 64152.439741328686
41.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 573.3333333333337 151.4285714285715 67506.87830687838
42.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 587.7777777777782 155.23809523809533 70946.79600235164
43.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 602.2222222222226 159.04761904761912 74472.19282774847
44.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 616.6666666666671 162.85714285714295 78083.06878306887
45.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 631.1111111111115 166.66666666666674 81779.42386831284
46.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 645.555555555556 170.47619047619054 85561.25808348038
47.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 660.0000000000005 174.28571428571436 89428.57142857152
48.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 674.4444444444449 178.09523809523816 93381.36390358619
49.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 688.8888888888894 181.90476190476198 97419.63550852444
50.00113373326124 100.0 100.0 100.0 0.0 4200.0 4200.0 4200.0 0.0 NaN NaN NaN NaN 0.0 26.0 6.857142857142857 138.47619047619045 1000.0 1000.0 1000.0 0.0 0.0 703.3333333333338 185.71428571428575 101543.38624338631
#####################################################################
# End of data export. Simulation finished at: 2024-11-17T15:03+0000 #
#####################################################################
