#####################################################################
# Alchemist log file - simulation started at: 2024-11-12T10:08+0000 #
#####################################################################
#
# seed = 3.0, globalRound = 3
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0016359619213666132 NaN NaN NaN NaN NaN NaN NaN NaN
1.0016359619213666 NaN NaN NaN NaN NaN NaN NaN NaN
2.001635961921367 NaN NaN NaN NaN NaN NaN NaN NaN
3.001635961921367 NaN NaN NaN NaN 0.0 1.0 0.15000000000000005 0.06818181818181812
4.001635961921367 NaN NaN NaN NaN 0.0 1.0 0.15000000000000005 0.06818181818181812
5.001635961921367 NaN NaN NaN NaN 0.0 1.0 0.15000000000000005 0.06818181818181812
6.001635961921367 NaN NaN NaN NaN 0.0 1.0 0.15000000000000005 0.06818181818181812
7.001635961921367 NaN NaN NaN NaN 0.0 1.0 0.15000000000000005 0.06818181818181812
8.001635961921366 -147 0.00 -14.0 801 0.5 0.5 0.5 0.0
9.001635961921366 -147 0.00 -14.0 801 0.5 0.5 0.5 0.0
10.001635961921366 -147 0.00 -14.0 801 0.5 0.5 0.5 0.0
11.001635961921366 -147 0.00 -14.0 801 0.5 0.5 0.5 0.0
12.001635961921366 -147 0.00 -14.0 801 0.5 0.5 0.5 0.0
13.001635961921366 -15.1 -8.23 -10.4 10.2 0.5 0.5 0.5 0.0
14.001635961921366 -15.1 -8.23 -10.4 10.2 0.5 0.5 0.5 0.0
15.001635961921366 -15.1 -8.23 -10.4 10.2 0.5 0.5 0.5 0.0
16.001635961921366 -15.1 -8.23 -10.4 10.2 0.5 0.5 0.5 0.0
17.001635961921366 -15.1 -8.23 -10.4 10.2 0.5 0.5 0.5 0.0
18.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
19.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
20.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
21.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
22.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
23.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
24.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
25.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
26.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
27.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
28.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
29.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
30.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
31.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
32.001635961921366 -15.1 -15.1 -15.1 0.00 0.5 0.5 0.5 0.0
33.001635961921366 -15.1 -15.1 -15.1 0.00 0.0 1.0 0.16499999999999998 0.06593434343434341
34.001635961921366 -15.1 -15.1 -15.1 0.00 0.0 1.0 0.16499999999999998 0.06593434343434341
35.001635961921366 -15.1 -15.1 -15.1 0.00 0.0 1.0 0.16499999999999998 0.06593434343434341
36.001635961921366 -15.1 -15.1 -15.1 0.00 0.0 1.0 0.16499999999999998 0.06593434343434341
37.001635961921366 -15.1 -15.1 -15.1 0.00 0.0 1.0 0.16499999999999998 0.06593434343434341
38.001635961921366 -258 0.00 -27.2 2.93e+03 0.0 1.0 0.15499999999999997 0.05906565656565653
39.001635961921366 -258 0.00 -27.2 2.93e+03 0.0 1.0 0.15499999999999997 0.05906565656565653
40.001635961921366 -258 0.00 -27.2 2.93e+03 0.0 1.0 0.15499999999999997 0.05906565656565653
41.001635961921366 -258 0.00 -27.2 2.93e+03 0.0 1.0 0.15499999999999997 0.05906565656565653
42.001635961921366 -258 0.00 -27.2 2.93e+03 0.0 1.0 0.15499999999999997 0.05906565656565653
43.001635961921366 -258 0.00 -17.2 1.55e+03 0.0 1.0 0.20500000000000002 0.08633838383838381
44.001635961921366 -258 0.00 -17.2 1.55e+03 0.0 1.0 0.20500000000000002 0.08633838383838381
45.001635961921366 -258 0.00 -17.2 1.55e+03 0.0 1.0 0.20500000000000002 0.08633838383838381
46.001635961921366 -258 0.00 -17.2 1.55e+03 0.0 1.0 0.20500000000000002 0.08633838383838381
47.001635961921366 -258 0.00 -17.2 1.55e+03 0.0 1.0 0.20500000000000002 0.08633838383838381
48.001635961921366 -147 0.00 -11.7 600 0.5 0.5 0.5 0.0
49.001635961921366 -147 0.00 -11.7 600 0.5 0.5 0.5 0.0
50.001635961921366 -147 0.00 -11.7 600 0.5 0.5 0.5 0.0
#####################################################################
# End of data export. Simulation finished at: 2024-11-12T10:08+0000 #
#####################################################################
