tick,reward,values,next_values,target_values,loss
1.0,-2.0871493816375732,0.25243067741394043,0.5483851432800293,-1.5497318506240845,8.069147109985352
2.0,-2.090054988861084,0.26518940925598145,0.5483530163764954,-1.5526689291000366,7.93674373626709
3.0,-2.064093589782715,0.2605675458908081,0.548412561416626,-1.526648998260498,7.727600574493408
4.0,-2.084852933883667,0.29575520753860474,0.5483479499816895,-1.5474717617034912,7.533587455749512
5.0,-2.089320182800293,0.30942872166633606,0.5483744144439697,-1.5519131422042847,7.433733940124512
6.0,-2.1151864528656006,0.27983739972114563,0.5483307242393494,-1.577822208404541,7.7138671875
7.0,-2.0782744884490967,0.2838253080844879,0.5483517646789551,-1.540889859199524,7.120738506317139
8.0,-2.1643831729888916,0.2840396761894226,0.5482618808746338,-1.6270865201950073,7.657392501831055
9.0,-2.079134225845337,0.2531876564025879,0.5483830571174622,-1.541718602180481,7.09407901763916
10.0,-2.0942373275756836,0.2941618263721466,0.5483554601669312,-1.5568490028381348,6.930010795593262
11.0,-2.1030666828155518,0.26505452394485474,0.5483108758926392,-1.5657219886779785,6.95022439956665
12.0,-2.1236963272094727,0.2694968283176422,0.548284649848938,-1.5863772630691528,6.919208526611328
13.0,-2.072075605392456,0.21037054061889648,0.5483972430229187,-1.5346461534500122,6.953638076782227
14.0,-2.140902519226074,0.22511719167232513,0.5482791662216187,-1.6035887002944946,7.3993306159973145
15.0,-2.1948766708374023,0.23279891908168793,0.5481588840484619,-1.6576809883117676,7.5239577293396
16.0,-2.1659059524536133,0.26314571499824524,0.5481922626495361,-1.6286777257919312,6.782902717590332
17.0,-2.1562652587890625,0.23135177791118622,0.5480478405952454,-1.619178295135498,6.480185508728027
18.0,-2.156862735748291,0.23747055232524872,0.5480347275733948,-1.619788646697998,6.640262603759766
19.0,-2.202930212020874,0.2330300509929657,0.5478247404098511,-1.6660619974136353,6.8371076583862305
20.0,-2.1725192070007324,0.23599165678024292,0.5479663610458374,-1.6355117559432983,6.414298057556152
21.0,-2.176098346710205,0.22320570051670074,0.5479483604431152,-1.6391090154647827,6.684683322906494
22.0,-2.250380516052246,0.22531548142433167,0.5478673577308655,-1.713470458984375,6.552289962768555
23.0,-2.223677158355713,0.2149566262960434,0.547782301902771,-1.6868503093719482,6.792986869812012
24.0,-2.284515619277954,0.24749889969825745,0.5476740002632141,-1.7477954626083374,6.663445472717285
25.0,-2.3050336837768555,0.232846200466156,0.5475852489471436,-1.7684000730514526,6.576241493225098
26.0,-2.216979742050171,0.2096768170595169,0.5477778911590576,-1.6801574230194092,6.157526969909668
27.0,-2.235867500305176,0.1693805456161499,0.5478821992874146,-1.6989431381225586,6.796278476715088
28.0,-2.2701637744903564,0.1883334219455719,0.5476562976837158,-1.7334609031677246,6.988834857940674
29.0,-2.5012166500091553,0.19164718687534332,0.5475291609764099,-1.964638113975525,9.425317764282227
30.0,-2.5403554439544678,0.20055179297924042,0.5473573207855225,-2.0039455890655518,9.23511028289795
31.0,-2.4933252334594727,0.14398722350597382,0.5475751161575317,-1.9567017555236816,9.982429504394531
32.0,-2.4817147254943848,0.16329146921634674,0.5474840402603149,-1.9451801776885986,9.336393356323242
33.0,-3.0064523220062256,0.1398698091506958,0.5471543669700623,-2.4702415466308594,17.275638580322266
34.0,-3.3024532794952393,0.1736660599708557,0.5467469096183777,-2.766641616821289,18.942052841186523
35.0,-3.271484613418579,0.11336986720561981,0.5469041466712952,-2.73551869392395,20.712690353393555
36.0,-3.381753921508789,0.1572447270154953,0.5465943217277527,-2.8460912704467773,20.125381469726562
37.0,-3.5343475341796875,0.12443872541189194,0.5466586947441101,-2.998622179031372,22.802453994750977
38.0,-3.9607486724853516,0.13874080777168274,0.5461273789405823,-3.4255433082580566,27.808639526367188
39.0,-3.0768463611602783,0.11368740350008011,0.5469644069671631,-2.5408213138580322,16.369709014892578
40.0,-3.0859875679016113,0.11575265228748322,0.5469706654548645,-2.5499565601348877,16.059009552001953
41.0,-3.791501522064209,0.11288395524024963,0.5462817549705505,-3.2561452388763428,25.088245391845703
42.0,-4.198492050170898,0.13369035720825195,0.5457395315170288,-3.6636664867401123,29.170366287231445
43.0,-3.408003330230713,0.088093101978302,0.5467290282249451,-2.8722083568573,20.395584106445312
44.0,-2.9582910537719727,0.06397103518247604,0.5471145510673523,-2.422118902206421,15.48605728149414
45.0,-3.598156213760376,0.10354842990636826,0.5463120341300964,-3.062770128250122,22.192222595214844
46.0,-3.8753037452697754,0.10796254873275757,0.5460090041160583,-3.340214490890503,25.392681121826172
47.0,-3.3605992794036865,0.0795915350317955,0.5467188954353333,-2.8248157501220703,19.67046546936035
48.0,-2.4787795543670654,0.05898197740316391,0.5475082993507385,-1.9422214031219482,8.86397647857666
49.0,-3.6977734565734863,0.08422208577394485,0.5463413596153259,-3.1623592376708984,23.12945556640625
50.0,-3.852867841720581,0.0914631113409996,0.5462049245834351,-3.317586898803711,25.999984741210938
51.0,-3.067295789718628,0.0927945077419281,0.5467678308486938,-2.531463384628296,15.238536834716797
52.0,-3.11203670501709,0.12409742176532745,0.5465932488441467,-2.576375722885132,14.344477653503418
53.0,-3.3083508014678955,0.07413958758115768,0.5465459227561951,-2.772735834121704,18.325092315673828
54.0,-3.341015100479126,0.08756334334611893,0.5467196106910706,-2.805230140686035,19.16507339477539
55.0,-2.5745465755462646,0.09587684273719788,0.5472187995910645,-2.0382721424102783,8.926311492919922
56.0,-3.3814966678619385,0.10903766751289368,0.5463390350341797,-2.8460845947265625,17.903179168701172
57.0,-3.438441753387451,0.09165026992559433,0.5463083386421204,-2.903059720993042,18.609390258789062
58.0,-2.6379220485687256,0.09012341499328613,0.5471101999282837,-2.1017541885375977,8.86967658996582
59.0,-3.3727169036865234,0.09214708209037781,0.5463513731956482,-2.837292432785034,17.558597564697266
60.0,-3.4458913803100586,0.06622020155191422,0.5461724996566772,-2.910642147064209,18.412281036376953
61.0,-3.4370996952056885,0.029472170397639275,0.5464181303977966,-2.9016098976135254,18.929672241210938
62.0,-2.8608312606811523,0.05811692774295807,0.5468230247497559,-2.3249447345733643,11.936203956604004
63.0,-3.0763299465179443,0.05775704234838486,0.5467576384544373,-2.5405075550079346,14.724234580993652
64.0,-2.859612226486206,0.044154949486255646,0.5468082427978516,-2.323740005493164,10.494921684265137
65.0,-3.1281497478485107,0.01030099019408226,0.5468311905860901,-2.5922553539276123,15.696916580200195
66.0,-3.1845102310180664,0.01581450179219246,0.5466790795326233,-2.6487646102905273,15.153860092163086
67.0,-2.968456506729126,0.07846228033304214,0.5466340780258179,-2.4327552318573,12.11352825164795
68.0,-3.4280765056610107,0.021754806861281395,0.5462425351142883,-2.892758846282959,17.18743133544922
69.0,-2.939218759536743,0.045922812074422836,0.5466876029968262,-2.4034645557403564,11.23604965209961
70.0,-3.219952344894409,0.03763924911618233,0.5463616251945496,-2.6845178604125977,14.455547332763672
71.0,-3.314268112182617,-0.017031215131282806,0.546607255935669,-2.7785935401916504,16.668380737304688
72.0,-2.931741237640381,0.03265795484185219,0.5466166138648987,-2.396057367324829,10.990013122558594
73.0,-2.8726682662963867,-0.011471802368760109,0.5468698740005493,-2.336735725402832,11.002545356750488
74.0,-3.1402149200439453,-0.007943246513605118,0.5466316342353821,-2.604515790939331,13.857324600219727
75.0,-2.97633695602417,0.021461963653564453,0.5466369390487671,-2.4406325817108154,11.516129493713379
76.0,-3.1945886611938477,-0.00898484792560339,0.5465561151504517,-2.658963680267334,13.797672271728516
77.0,-2.9437270164489746,0.027855781838297844,0.5466962456703186,-2.4079647064208984,11.41181755065918
78.0,-3.3646087646484375,-0.05072719231247902,0.546485185623169,-2.8290536403656006,17.14190101623535
79.0,-3.164361000061035,-0.017604395747184753,0.5463964939117432,-2.628892183303833,13.050278663635254
80.0,-2.5539309978485107,-0.010897875763475895,0.5472651720046997,-2.017611026763916,8.732522010803223
81.0,-3.123431444168091,-0.004595896229147911,0.5465537905693054,-2.587808609008789,13.494852066040039
82.0,-3.060969591140747,-0.0008312526624649763,0.546602725982666,-2.525298833847046,13.30999755859375
83.0,-2.828521728515625,0.0035904007963836193,0.5469146966934204,-2.2925455570220947,11.094372749328613
84.0,-2.3979477882385254,0.020266525447368622,0.5474215745925903,-1.8614747524261475,6.278237819671631
85.0,-2.732841730117798,0.018542300909757614,0.5468937754631042,-2.1968860626220703,9.667627334594727
86.0,-2.943441390991211,-0.02605697698891163,0.5466967225074768,-2.4076786041259766,11.403342247009277
87.0,-2.7175192832946777,0.007325396407395601,0.5469231605529785,-2.1815345287323,10.460771560668945
88.0,-3.284294366836548,-0.06805959343910217,0.5465313196182251,-2.7486939430236816,15.88455581665039
89.0,-2.0552120208740234,-0.024433879181742668,0.5479632616043091,-1.5182081460952759,4.623355388641357
90.0,-2.492913007736206,-0.03196026012301445,0.5475872159004211,-1.9562773704528809,9.711673736572266
91.0,-3.083792209625244,-0.096651591360569,0.5467967391014099,-2.547931432723999,12.84908676147461
92.0,-2.7737815380096436,-0.035749394446611404,0.5469603538513184,-2.237760543823242,10.267834663391113
93.0,-2.220597743988037,0.005157806444913149,0.5478363633155823,-1.683718204498291,6.52210807800293
94.0,-3.141911268234253,-0.06539136916399002,0.5467448234558105,-2.6061010360717773,14.68050765991211
95.0,-2.2416999340057373,0.003138833912089467,0.5477258563041687,-1.7049287557601929,6.7084879875183105
96.0,-2.8593225479125977,-0.06957826018333435,0.5470830798149109,-2.323180913925171,11.93423843383789
97.0,-3.1069459915161133,-0.09656116366386414,0.5468982458114624,-2.570986032485962,15.37440299987793
98.0,-2.579301118850708,-0.04088599979877472,0.5473865270614624,-2.0428624153137207,9.803484916687012
99.0,-2.875396490097046,-0.0666719451546669,0.5469898581504822,-2.3393466472625732,12.101202011108398
100.0,-3.3848812580108643,-0.14707623422145844,0.5467130541801453,-2.849102735519409,17.39503288269043
101.0,-2.6672704219818115,-0.09820140898227692,0.5474259257316589,-2.130793333053589,10.99350357055664
102.0,-2.8694887161254883,-0.09556475281715393,0.5470461845397949,-2.333383560180664,11.811573028564453
103.0,-2.549241304397583,-0.060433052480220795,0.5474040508270264,-2.0127851963043213,10.077836036682129
104.0,-2.6861844062805176,-0.10389630496501923,0.5471341609954834,-2.1499929428100586,9.546985626220703
105.0,-3.0028774738311768,-0.14480465650558472,0.5467418432235718,-2.4670705795288086,12.229649543762207
106.0,-2.256970167160034,-0.09775224328041077,0.5477924346923828,-1.720133662223816,6.81368350982666
107.0,-2.3539481163024902,-0.07858341187238693,0.5474258065223694,-1.817470669746399,7.203688144683838
108.0,-2.2104904651641846,-0.0661347359418869,0.5478775501251221,-1.6735705137252808,6.270519256591797
109.0,-2.1207468509674072,-0.04274550825357437,0.5480531454086304,-1.583654761314392,6.28626823425293
110.0,-2.598080635070801,-0.12638336420059204,0.5472181439399719,-2.0618069171905518,8.191520690917969
111.0,-2.1299829483032227,-0.030064446851611137,0.5483287572860718,-1.5926209688186646,7.980830192565918
112.0,-2.304060935974121,-0.11123325675725937,0.5475994944572449,-1.76741361618042,6.771885871887207
113.0,-2.4871129989624023,-0.08027663826942444,0.547912061214447,-1.9501591920852661,11.05346965789795
114.0,-2.523646116256714,-0.11893532425165176,0.5475325584411621,-1.987064242362976,8.739662170410156
115.0,-2.3852932453155518,-0.055312033742666245,0.5477903485298157,-1.8484587669372559,8.613800048828125
116.0,-2.423701763153076,-0.13078606128692627,0.5478121042251587,-1.8868460655212402,9.011507034301758
117.0,-2.118539333343506,-0.03151233494281769,0.5482344627380371,-1.5812698602676392,7.288043975830078
118.0,-2.9397976398468018,-0.16447149217128754,0.5472987294197083,-2.4034454822540283,13.722991943359375
119.0,-2.613896369934082,-0.14084477722644806,0.5474913120269775,-2.077355146408081,10.5767240524292
120.0,-2.828080415725708,-0.17854824662208557,0.5474943518638611,-2.2915360927581787,13.483541488647461
121.0,-2.6012885570526123,-0.1252819448709488,0.547829270362854,-2.064415693283081,10.628576278686523
122.0,-1.9589600563049316,-0.06194845214486122,0.548409640789032,-1.4215188026428223,5.796593189239502
123.0,-2.11881160736084,-0.10372443497180939,0.5482430458068848,-1.5815333127975464,7.523347854614258
124.0,-2.6338253021240234,-0.17194102704524994,0.5475960373878479,-2.0971813201904297,10.155817031860352
125.0,-3.3224639892578125,-0.3046286404132843,0.5464352965354919,-2.7869575023651123,13.486533164978027
126.0,-2.4937446117401123,-0.17702530324459076,0.5474823713302612,-1.957211971282959,7.984097957611084
127.0,-2.2050118446350098,-0.09878004342317581,0.5478352308273315,-1.66813325881958,5.740986347198486
128.0,-2.834963321685791,-0.2572648227214813,0.5471165180206299,-2.2987892627716064,10.854705810546875
129.0,-2.0297701358795166,-0.08757404237985611,0.5482752919197083,-1.4924601316452026,5.763411045074463
130.0,-2.70332407951355,-0.2253642976284027,0.5475164651870728,-2.1667580604553223,10.95965576171875
131.0,-2.783350944519043,-0.22212614119052887,0.5476019382476807,-2.2467010021209717,12.602914810180664
132.0,-2.2328972816467285,-0.12860995531082153,0.5481880307197571,-1.695672869682312,7.375224590301514
133.0,-1.8972488641738892,-0.08648215979337692,0.5484419465065002,-1.3597760200500488,5.211979866027832
134.0,-1.7850570678710938,-0.038036197423934937,0.5490238666534424,-1.247013807296753,6.252833843231201
135.0,-1.5655103921890259,-0.022955866530537605,0.5491154193878174,-1.0273773670196533,3.4080922603607178
136.0,-3.090083360671997,-0.282024085521698,0.5473735928535461,-2.553657054901123,15.0813627243042
137.0,-2.236579418182373,-0.21516795456409454,0.5477325320243835,-1.6998013257980347,5.207746505737305
138.0,-1.3261189460754395,0.03426804393529892,0.5493682622909546,-0.787738025188446,2.3144242763519287
