tick,reward,values,next_values,target_values,loss
1.0,-16.84093475341797,0.07449524104595184,0.16432850062847137,-16.679893493652344,1919.90478515625
2.0,-16.441425323486328,0.07861185073852539,0.1660478711128235,-16.278697967529297,1830.7724609375
3.0,-16.230117797851562,0.08545747399330139,0.16650497913360596,-16.066944122314453,1785.05908203125
4.0,-16.16284942626953,0.08460870385169983,0.16652244329452515,-15.999655723571777,1744.8206787109375
5.0,-16.821474075317383,0.07653467357158661,0.16740112006664276,-16.65742301940918,1849.1322021484375
6.0,-15.942827224731445,0.08455386757850647,0.16535690426826477,-15.780777931213379,1811.2740478515625
7.0,-15.803345680236816,0.09037415683269501,0.16775333881378174,-15.638949394226074,1732.5765380859375
8.0,-16.916105270385742,0.07818175107240677,0.1651010364294052,-16.754308700561523,1920.8505859375
9.0,-16.895069122314453,0.07702214270830154,0.16569919884204865,-16.73268699645996,1982.3187255859375
10.0,-15.934182167053223,0.07989178597927094,0.16723376512527466,-15.770291328430176,1816.0093994140625
11.0,-15.927186012268066,0.09101995825767517,0.16957911849021912,-15.760998725891113,1806.720947265625
12.0,-16.4156494140625,0.07010418176651001,0.16331107914447784,-16.255603790283203,1941.3692626953125
13.0,-15.4127836227417,0.08812090009450912,0.16443361341953278,-15.251638412475586,1750.42333984375
14.0,-15.307109832763672,0.08366949111223221,0.1664852499961853,-15.14395523071289,1697.4888916015625
15.0,-15.194594383239746,0.08715210855007172,0.16760008037090302,-15.030346870422363,1639.548095703125
16.0,-14.341124534606934,0.09387145936489105,0.16376136243343353,-14.18063735961914,1572.8363037109375
17.0,-13.811553955078125,0.10383165627717972,0.1699061244726181,-13.645045280456543,1343.6573486328125
18.0,-16.34981918334961,0.0777122899889946,0.16812142729759216,-16.185060501098633,1794.755126953125
19.0,-13.879057884216309,0.09452257305383682,0.1669066995382309,-13.715490341186523,1383.646240234375
20.0,-15.747401237487793,0.08049112558364868,0.1700238436460495,-15.580777168273926,1625.3109130859375
21.0,-14.007135391235352,0.10025320202112198,0.16653195023536682,-13.843932151794434,1505.1915283203125
22.0,-15.540793418884277,0.07675664871931076,0.1657903492450714,-15.378318786621094,1764.1741943359375
23.0,-13.391229629516602,0.09993253648281097,0.16672290861606598,-13.227843284606934,1305.6214599609375
24.0,-14.415838241577148,0.08187252283096313,0.1632794588804245,-14.25582504272461,1553.099365234375
25.0,-14.82896614074707,0.09160304814577103,0.17174838483333588,-14.660652160644531,1537.37841796875
26.0,-11.444716453552246,0.11225852370262146,0.1655992716550827,-11.282428741455078,1087.526611328125
27.0,-16.842609405517578,0.06677696853876114,0.17385727167129517,-16.672229766845703,1810.216552734375
28.0,-12.095637321472168,0.11044608056545258,0.16532938182353973,-11.933615684509277,1267.6859130859375
29.0,-13.281142234802246,0.0996403768658638,0.1687292456626892,-13.115788459777832,1448.4976806640625
30.0,-13.137171745300293,0.09218206256628036,0.1683950573205948,-12.972145080566406,1325.9921875
31.0,-12.719904899597168,0.09351181238889694,0.16645385324954987,-12.556780815124512,1267.0869140625
32.0,-12.65842056274414,0.10240259021520615,0.17115341126918793,-12.49068832397461,1193.72900390625
33.0,-12.219223976135254,0.09995883703231812,0.1665421724319458,-12.056012153625488,1174.9176025390625
34.0,-13.092297554016113,0.09826204180717468,0.1731041520833969,-12.92265510559082,1279.7559814453125
35.0,-11.766422271728516,0.11387845128774643,0.17196911573410034,-11.597891807556152,1105.174072265625
36.0,-11.964171409606934,0.10928814858198166,0.1673474907875061,-11.8001708984375,1265.8011474609375
37.0,-13.178610801696777,0.0897001177072525,0.17044372856616974,-13.011574745178223,1286.2716064453125
38.0,-12.547623634338379,0.09310728311538696,0.17454217374324799,-12.37657356262207,1108.5718994140625
39.0,-11.961251258850098,0.10833834856748581,0.17232228815555573,-11.792375564575195,1116.2548828125
40.0,-11.368914604187012,0.11765214055776596,0.17192883789539337,-11.200423240661621,992.3162231445312
41.0,-13.462255477905273,0.0863819420337677,0.17142480611801147,-13.294259071350098,1379.078125
42.0,-12.291111946105957,0.08049676567316055,0.16416119039058685,-12.130234718322754,1304.3319091796875
43.0,-12.5900239944458,0.09570889174938202,0.1779482066631317,-12.415635108947754,1088.360107421875
44.0,-12.174610137939453,0.09848261624574661,0.17232562601566315,-12.005732536315918,1009.914794921875
45.0,-12.445218086242676,0.09159976989030838,0.17358744144439697,-12.275102615356445,1151.1007080078125
46.0,-10.856588363647461,0.0985703393816948,0.16832603514194489,-10.691629409790039,979.4608764648438
47.0,-14.645807266235352,0.06372994929552078,0.17845748364925385,-14.470916748046875,1349.96142578125
48.0,-12.089499473571777,0.08656058460474014,0.16600294411182404,-11.9268159866333,1248.45556640625
49.0,-9.808825492858887,0.11598354578018188,0.17547737061977386,-9.636857986450195,729.7645263671875
50.0,-11.619017601013184,0.09359107911586761,0.17201323807239532,-11.450444221496582,982.55078125
51.0,-10.986991882324219,0.10366197675466537,0.1679568737745285,-10.822395324707031,1073.9114990234375
52.0,-11.524094581604004,0.10697928071022034,0.17467473447322845,-11.352912902832031,1034.334716796875
53.0,-9.44601058959961,0.11200489103794098,0.17617976665496826,-9.273354530334473,590.6406860351562
54.0,-11.224841117858887,0.08852788805961609,0.17086368799209595,-11.057394981384277,935.9537353515625
55.0,-12.136439323425293,0.08346512168645859,0.1739608645439148,-11.96595573425293,1140.4930419921875
56.0,-9.2700834274292,0.1120307520031929,0.16953344643115997,-9.1039400100708,863.0440063476562
57.0,-10.844289779663086,0.0866481363773346,0.17388777434825897,-10.673879623413086,931.8966674804688
