#####################################################################
# Alchemist log file - simulation started at: 2024-11-17T15:03+0000 #
#####################################################################
#
# seed = 0.0, scenarioType = fulllocal
#
# The columns have the following meaning: 
# time batteryPercentage[min] batteryPercentage[max] batteryPercentage[mean] batteryPercentage[variance] batteryCapacity[min] batteryCapacity[max] batteryCapacity[mean] batteryCapacity[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] ComponentsExecutionCount[min] ComponentsExecutionCount[max] ComponentsExecutionCount[mean] ComponentsExecutionCount[variance] cost[min] cost[max] cost[mean] cost[variance] totalCost[min] totalCost[max] totalCost[mean] totalCost[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1000.0 1000.0 1000.0 0.0 NaN NaN NaN NaN
0.0011337332612453288 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1000.0 1000.0 1000.0 0.0 NaN NaN NaN NaN
1.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 NaN NaN NaN NaN
2.0011337332612453 99.65894465894463 99.82947232947232 99.82591966966966 6.058268003250099E-4 4185.675675675675 4192.8378378378375 4192.688626126126 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
3.0011337332612453 99.48841698841696 99.65894465894463 99.65539199914197 6.058268003249088E-4 4178.513513513512 4185.675675675675 4185.526463963964 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
4.001133733261245 99.31788931788928 99.48841698841696 99.4848643286143 6.058268003249088E-4 4171.35135135135 4178.513513513512 4178.364301801801 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
5.001133733261245 99.14736164736159 99.31788931788928 99.31433665808662 6.058268003250099E-4 4164.189189189187 4171.35135135135 4171.2021396396385 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
6.001133733261245 98.97683397683392 99.14736164736159 99.14380898755893 6.058268003249088E-4 4157.027027027025 4164.189189189187 4164.039977477476 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
7.001133733261245 98.80630630630624 98.97683397683392 98.97328131703125 6.058268003249088E-4 4149.864864864862 4157.027027027025 4156.8778153153135 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
8.001133733261245 98.63577863577856 98.80630630630624 98.80275364650358 6.058268003249088E-4 4142.7027027027 4149.864864864862 4149.715653153151 1.0686784757731822 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 1000.0 1000.0 1000.0 0.0 0.0 0.0 0.0 0.0
