#####################################################################
# Alchemist log file - simulation started at: 2024-10-25T14:51+0000 #
#####################################################################
#
# seed = 0.0, globalRound = 6
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0011337332612453288 NaN NaN NaN NaN NaN NaN NaN NaN
1.0011337332612453 NaN NaN NaN NaN NaN NaN NaN NaN
2.0011337332612453 NaN NaN NaN NaN NaN NaN NaN NaN
3.0011337332612453 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
4.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
5.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
6.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
7.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
8.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 1.0 0.17999999999999994 0.06828282828282832
9.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 1.0 0.17999999999999994 0.06828282828282832
10.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 1.0 0.17999999999999994 0.06828282828282832
11.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 1.0 0.17999999999999994 0.06828282828282832
12.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 1.0 0.17999999999999994 0.06828282828282832
13.001133733261245 -0.278 -0.00 -0.207 0.00471 0.0 1.0 0.175 0.06249999999999993
14.001133733261245 -0.278 -0.00 -0.207 0.00471 0.0 1.0 0.175 0.06249999999999993
15.001133733261245 -0.278 -0.00 -0.207 0.00471 0.0 1.0 0.175 0.06249999999999993
16.001133733261245 -0.278 -0.00 -0.207 0.00471 0.0 1.0 0.175 0.06249999999999993
17.001133733261245 -0.278 -0.00 -0.207 0.00471 0.0 1.0 0.175 0.06249999999999993
18.001133733261245 -0.278 -0.00 -0.206 0.00421 0.0 1.0 0.16499999999999998 0.06593434343434337
19.001133733261245 -0.278 -0.00 -0.206 0.00421 0.0 1.0 0.16499999999999998 0.06593434343434337
20.001133733261245 -0.278 -0.00 -0.206 0.00421 0.0 1.0 0.16499999999999998 0.06593434343434337
21.001133733261245 -0.278 -0.00 -0.206 0.00421 0.0 1.0 0.16499999999999998 0.06593434343434337
22.001133733261245 -0.278 -0.00 -0.206 0.00421 0.0 1.0 0.16499999999999998 0.06593434343434337
23.001133733261245 -0.278 -0.00 -0.208 0.00431 0.0 0.0 0.0 0.0
24.001133733261245 -0.278 -0.00 -0.208 0.00431 0.0 0.0 0.0 0.0
25.001133733261245 -0.278 -0.00 -0.208 0.00431 0.0 0.0 0.0 0.0
26.001133733261245 -0.278 -0.00 -0.208 0.00431 0.0 0.0 0.0 0.0
27.001133733261245 -0.278 -0.00 -0.208 0.00431 0.0 0.0 0.0 0.0
28.001133733261245 -0.278 -0.222 -0.245 0.000333 0.0 1.0 0.17000000000000004 0.06676767676767684
29.001133733261245 -0.278 -0.222 -0.245 0.000333 0.0 1.0 0.17000000000000004 0.06676767676767684
30.001133733261245 -0.278 -0.222 -0.245 0.000333 0.0 1.0 0.17000000000000004 0.06676767676767684
31.001133733261245 -0.278 -0.222 -0.245 0.000333 0.0 1.0 0.17000000000000004 0.06676767676767684
32.00113373326124 -0.278 -0.222 -0.245 0.000333 0.0 1.0 0.17000000000000004 0.06676767676767684
33.00113373326124 -0.278 -0.00 -0.209 0.00465 0.0 0.0 0.0 0.0
34.00113373326124 -0.278 -0.00 -0.209 0.00465 0.0 0.0 0.0 0.0
35.00113373326124 -0.278 -0.00 -0.209 0.00465 0.0 0.0 0.0 0.0
36.00113373326124 -0.278 -0.00 -0.209 0.00465 0.0 0.0 0.0 0.0
37.00113373326124 -0.278 -0.00 -0.209 0.00465 0.0 0.0 0.0 0.0
38.00113373326124 -0.278 -0.222 -0.244 0.000332 0.0 1.0 0.13999999999999996 0.06101010101010097
39.00113373326124 -0.278 -0.222 -0.244 0.000332 0.0 1.0 0.13999999999999996 0.06101010101010097
40.00113373326124 -0.278 -0.222 -0.244 0.000332 0.0 1.0 0.13999999999999996 0.06101010101010097
41.00113373326124 -0.278 -0.222 -0.244 0.000332 0.0 1.0 0.13999999999999996 0.06101010101010097
42.00113373326124 -0.278 -0.222 -0.244 0.000332 0.0 1.0 0.13999999999999996 0.06101010101010097
43.00113373326124 -0.278 -0.00 -0.219 0.00437 0.0 0.0 0.0 0.0
44.00113373326124 -0.278 -0.00 -0.219 0.00437 0.0 0.0 0.0 0.0
45.00113373326124 -0.278 -0.00 -0.219 0.00437 0.0 0.0 0.0 0.0
46.00113373326124 -0.278 -0.00 -0.219 0.00437 0.0 0.0 0.0 0.0
47.00113373326124 -0.278 -0.00 -0.219 0.00437 0.0 0.0 0.0 0.0
48.00113373326124 -0.278 -0.222 -0.247 0.000429 0.0 1.0 0.205 0.08128787878787869
49.00113373326124 -0.278 -0.222 -0.247 0.000429 0.0 1.0 0.205 0.08128787878787869
50.00113373326124 -0.278 -0.222 -0.247 0.000429 0.0 1.0 0.205 0.08128787878787869
51.00113373326124 -0.278 -0.222 -0.247 0.000429 0.0 1.0 0.205 0.08128787878787869
52.00113373326124 -0.278 -0.222 -0.247 0.000429 0.0 1.0 0.205 0.08128787878787869
53.00113373326124 -0.278 -0.00 -0.199 0.00520 0.0 0.0 0.0 0.0
54.00113373326124 -0.278 -0.00 -0.199 0.00520 0.0 0.0 0.0 0.0
55.00113373326124 -0.278 -0.00 -0.199 0.00520 0.0 0.0 0.0 0.0
56.00113373326124 -0.278 -0.00 -0.199 0.00520 0.0 0.0 0.0 0.0
57.00113373326124 -0.278 -0.00 -0.199 0.00520 0.0 0.0 0.0 0.0
58.00113373326124 -0.278 -0.222 -0.244 0.000325 0.0 0.0 0.0 0.0
59.00113373326124 -0.278 -0.222 -0.244 0.000325 0.0 0.0 0.0 0.0
60.00113373326124 -0.278 -0.222 -0.244 0.000325 0.0 0.0 0.0 0.0
61.00113373326124 -0.278 -0.222 -0.244 0.000325 0.0 0.0 0.0 0.0
62.00113373326124 -0.278 -0.222 -0.244 0.000325 0.0 0.0 0.0 0.0
63.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
64.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
65.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
66.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
67.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
68.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
69.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
70.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
71.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
72.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
73.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
74.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
75.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
76.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
77.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
78.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.19000000000000003 0.07464646464646468
79.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.19000000000000003 0.07464646464646468
80.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.19000000000000003 0.07464646464646468
