#####################################################################
# Alchemist log file - simulation started at: 2024-10-25T14:58+0000 #
#####################################################################
#
# seed = 0.0, globalRound = 11
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0011337332612453288 NaN NaN NaN NaN NaN NaN NaN NaN
1.0011337332612453 NaN NaN NaN NaN NaN NaN NaN NaN
2.0011337332612453 NaN NaN NaN NaN NaN NaN NaN NaN
3.0011337332612453 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
4.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
5.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
6.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
7.001133733261245 NaN NaN NaN NaN 0.0 0.0 0.0 0.0
8.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 0.0 0.0 0.0
9.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 0.0 0.0 0.0
10.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 0.0 0.0 0.0
11.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 0.0 0.0 0.0
12.001133733261245 -0.278 -0.222 -0.239 0.000324 0.0 0.0 0.0 0.0
13.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
14.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
15.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
16.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
17.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
18.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15 0.07828282828282825
19.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15 0.07828282828282825
20.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15 0.07828282828282825
21.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15 0.07828282828282825
22.001133733261245 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15 0.07828282828282825
23.001133733261245 -0.278 -0.00 -0.214 0.00546 0.0 0.0 0.0 0.0
24.001133733261245 -0.278 -0.00 -0.214 0.00546 0.0 0.0 0.0 0.0
25.001133733261245 -0.278 -0.00 -0.214 0.00546 0.0 0.0 0.0 0.0
26.001133733261245 -0.278 -0.00 -0.214 0.00546 0.0 0.0 0.0 0.0
27.001133733261245 -0.278 -0.00 -0.214 0.00546 0.0 0.0 0.0 0.0
28.001133733261245 -0.278 -0.222 -0.246 0.000411 0.0 0.0 0.0 0.0
29.001133733261245 -0.278 -0.222 -0.246 0.000411 0.0 0.0 0.0 0.0
30.001133733261245 -0.278 -0.222 -0.246 0.000411 0.0 0.0 0.0 0.0
31.001133733261245 -0.278 -0.222 -0.246 0.000411 0.0 0.0 0.0 0.0
32.00113373326124 -0.278 -0.222 -0.246 0.000411 0.0 0.0 0.0 0.0
33.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.13999999999999996 0.06606060606060593
34.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.13999999999999996 0.06606060606060593
35.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.13999999999999996 0.06606060606060593
36.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.13999999999999996 0.06606060606060593
37.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.13999999999999996 0.06606060606060593
38.00113373326124 -0.278 -0.00 -0.218 0.00468 0.0 1.0 0.17000000000000004 0.07686868686868695
39.00113373326124 -0.278 -0.00 -0.218 0.00468 0.0 1.0 0.17000000000000004 0.07686868686868695
40.00113373326124 -0.278 -0.00 -0.218 0.00468 0.0 1.0 0.17000000000000004 0.07686868686868695
41.00113373326124 -0.278 -0.00 -0.218 0.00468 0.0 1.0 0.17000000000000004 0.07686868686868695
42.00113373326124 -0.278 -0.00 -0.218 0.00468 0.0 1.0 0.17000000000000004 0.07686868686868695
43.00113373326124 -0.278 -0.00 -0.208 0.00531 0.0 0.0 0.0 0.0
44.00113373326124 -0.278 -0.00 -0.208 0.00531 0.0 0.0 0.0 0.0
45.00113373326124 -0.278 -0.00 -0.208 0.00531 0.0 0.0 0.0 0.0
46.00113373326124 -0.278 -0.00 -0.208 0.00531 0.0 0.0 0.0 0.0
47.00113373326124 -0.278 -0.00 -0.208 0.00531 0.0 0.0 0.0 0.0
48.00113373326124 -0.278 -0.222 -0.245 0.000396 0.0 0.0 0.0 0.0
49.00113373326124 -0.278 -0.222 -0.245 0.000396 0.0 0.0 0.0 0.0
50.00113373326124 -0.278 -0.222 -0.245 0.000396 0.0 0.0 0.0 0.0
51.00113373326124 -0.278 -0.222 -0.245 0.000396 0.0 0.0 0.0 0.0
52.00113373326124 -0.278 -0.222 -0.245 0.000396 0.0 0.0 0.0 0.0
53.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
54.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
55.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
56.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
57.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
58.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
59.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
60.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
61.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
62.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
63.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
64.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
65.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
66.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
67.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
68.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15999999999999998 0.06505050505050497
69.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15999999999999998 0.06505050505050497
70.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15999999999999998 0.06505050505050497
71.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15999999999999998 0.06505050505050497
72.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 1.0 0.15999999999999998 0.06505050505050497
73.00113373326124 -0.278 -0.00 -0.211 0.00483 0.0 0.0 0.0 0.0
74.00113373326124 -0.278 -0.00 -0.211 0.00483 0.0 0.0 0.0 0.0
75.00113373326124 -0.278 -0.00 -0.211 0.00483 0.0 0.0 0.0 0.0
76.00113373326124 -0.278 -0.00 -0.211 0.00483 0.0 0.0 0.0 0.0
77.00113373326124 -0.278 -0.00 -0.211 0.00483 0.0 0.0 0.0 0.0
78.00113373326124 -0.278 -0.222 -0.245 0.000354 0.0 0.0 0.0 0.0
79.00113373326124 -0.278 -0.222 -0.245 0.000354 0.0 0.0 0.0 0.0
80.00113373326124 -0.278 -0.222 -0.245 0.000354 0.0 0.0 0.0 0.0
81.00113373326124 -0.278 -0.222 -0.245 0.000354 0.0 0.0 0.0 0.0
82.00113373326124 -0.278 -0.222 -0.245 0.000354 0.0 0.0 0.0 0.0
83.00113373326124 -0.278 -0.278 -0.278 0.00 0.0 0.0 0.0 0.0
