#####################################################################
# Alchemist log file - simulation started at: 2024-11-12T10:12+0000 #
#####################################################################
#
# seed = 2.0, globalRound = 9
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.0032884513038209384 NaN NaN NaN NaN NaN NaN NaN NaN
1.003288451303821 NaN NaN NaN NaN NaN NaN NaN NaN
2.003288451303821 NaN NaN NaN NaN NaN NaN NaN NaN
3.003288451303821 NaN NaN NaN NaN 0.5 0.5 0.5 0.0
4.0032884513038205 NaN NaN NaN NaN 0.5 0.5 0.5 0.0
5.0032884513038205 NaN NaN NaN NaN 0.5 0.5 0.5 0.0
6.0032884513038205 NaN NaN NaN NaN 0.5 0.5 0.5 0.0
7.0032884513038205 NaN NaN NaN NaN 0.5 0.5 0.5 0.0
8.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
9.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
10.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
11.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
12.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
13.00328845130382 -0.320 -0.249 -0.255 0.000421 0.5 0.5 0.5 0.0
14.00328845130382 -0.320 -0.249 -0.255 0.000421 0.5 0.5 0.5 0.0
15.00328845130382 -0.320 -0.249 -0.255 0.000421 0.5 0.5 0.5 0.0
16.00328845130382 -0.320 -0.249 -0.255 0.000421 0.5 0.5 0.5 0.0
17.00328845130382 -0.320 -0.249 -0.255 0.000421 0.5 0.5 0.5 0.0
18.00328845130382 -15.1 -8.23 -10.1 9.36 0.0 1.0 0.19499999999999998 0.08027777777777785
19.00328845130382 -15.1 -8.23 -10.1 9.36 0.0 1.0 0.19499999999999998 0.08027777777777785
20.00328845130382 -15.1 -8.23 -10.1 9.36 0.0 1.0 0.19499999999999998 0.08027777777777785
21.00328845130382 -15.1 -8.23 -10.1 9.36 0.0 1.0 0.19499999999999998 0.08027777777777785
22.00328845130382 -15.1 -8.23 -10.1 9.36 0.0 1.0 0.19499999999999998 0.08027777777777785
23.00328845130382 -258 0.00 -14.1 1.29e+03 0.0 1.0 0.17 0.06171717171717177
24.00328845130382 -258 0.00 -14.1 1.29e+03 0.0 1.0 0.17 0.06171717171717177
25.00328845130382 -258 0.00 -14.1 1.29e+03 0.0 1.0 0.17 0.06171717171717177
26.00328845130382 -258 0.00 -14.1 1.29e+03 0.0 1.0 0.17 0.06171717171717177
27.00328845130382 -258 0.00 -14.1 1.29e+03 0.0 1.0 0.17 0.06171717171717177
28.00328845130382 -258 0.00 -25.9 2.57e+03 0.5 0.5 0.5 0.0
29.00328845130382 -258 0.00 -25.9 2.57e+03 0.5 0.5 0.5 0.0
30.00328845130382 -258 0.00 -25.9 2.57e+03 0.5 0.5 0.5 0.0
31.00328845130382 -258 0.00 -25.9 2.57e+03 0.5 0.5 0.5 0.0
32.00328845130382 -258 0.00 -25.9 2.57e+03 0.5 0.5 0.5 0.0
33.00328845130382 -15.1 -0.249 -2.50 20.1 0.5 0.5 0.5 0.0
34.00328845130382 -15.1 -0.249 -2.50 20.1 0.5 0.5 0.5 0.0
35.00328845130382 -15.1 -0.249 -2.50 20.1 0.5 0.5 0.5 0.0
36.00328845130382 -15.1 -0.249 -2.50 20.1 0.5 0.5 0.5 0.0
37.00328845130382 -15.1 -0.249 -2.50 20.1 0.5 0.5 0.5 0.0
38.00328845130382 -15.1 -0.249 -10.8 14.7 0.5 0.5 0.5 0.0
39.00328845130382 -15.1 -0.249 -10.8 14.7 0.5 0.5 0.5 0.0
40.00328845130382 -15.1 -0.249 -10.8 14.7 0.5 0.5 0.5 0.0
41.00328845130382 -15.1 -0.249 -10.8 14.7 0.5 0.5 0.5 0.0
42.00328845130382 -15.1 -0.249 -10.8 14.7 0.5 0.5 0.5 0.0
43.00328845130382 -0.320 -0.249 -0.257 0.000543 0.5 0.5 0.5 0.0
44.00328845130382 -0.320 -0.249 -0.257 0.000543 0.5 0.5 0.5 0.0
45.00328845130382 -0.320 -0.249 -0.257 0.000543 0.5 0.5 0.5 0.0
46.00328845130382 -0.320 -0.249 -0.257 0.000543 0.5 0.5 0.5 0.0
47.00328845130382 -0.320 -0.249 -0.257 0.000543 0.5 0.5 0.5 0.0
48.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
49.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
50.00328845130382 -15.1 -8.23 -10.1 9.36 0.5 0.5 0.5 0.0
#####################################################################
# End of data export. Simulation finished at: 2024-11-12T10:12+0000 #
#####################################################################
