#####################################################################
# Alchemist log file - simulation started at: 2024-10-24T09:21+0000 #
#####################################################################
#
# seed = 1.0, globalRound = 2
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] batteryPercentage[min] batteryPercentage[max] batteryPercentage[mean] batteryPercentage[variance] batteryCapacity[min] batteryCapacity[max] batteryCapacity[mean] batteryCapacity[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.004885589795766698 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.0048855897957667 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2.0048855897957667 NaN NaN NaN NaN 99.82947232947232 99.82947232947232 99.82947232947232 0.0 4192.8378378378375 4192.8378378378375 4192.8378378378375 0.0 NaN NaN NaN NaN
3.0048855897957667 NaN NaN NaN NaN 99.65894465894463 99.82947232947232 99.77429214929214 0.004289706268471556 4185.675675675675 4192.8378378378375 4190.52027027027 7.56704185758268 0.0 1.0 0.19999999999999996 0.07070707070707069
4.004885589795767 NaN NaN NaN NaN 99.48841698841696 99.82947232947232 99.73851351351351 0.010733345916743223 4178.513513513512 4192.8378378378375 4189.017567567567 18.933622197134895 0.0 1.0 0.19999999999999996 0.07070707070707069
5.004885589795767 NaN NaN NaN NaN 99.31788931788928 99.82947232947232 99.70273487773487 0.021947538598116958 4171.35135135135 4192.8378378378375 4187.514864864865 38.71545808707693 0.0 1.0 0.19999999999999996 0.07070707070707069
6.004885589795767 NaN NaN NaN NaN 99.14736164736159 99.82947232947232 99.66695624195624 0.0379322843125911 4164.189189189187 4192.8378378378375 4186.012162162162 66.91254952740877 0.0 1.0 0.19999999999999996 0.07070707070707069
7.004885589795767 NaN NaN NaN NaN 98.97683397683392 99.82947232947232 99.6311776061776 0.0586875830601655 4157.027027027025 4192.8378378378375 4184.509459459459 103.52489651813066 0.0 1.0 0.19999999999999996 0.07070707070707069
8.004885589795766 -0.853 0.00 -0.179 0.0596 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
9.004885589795766 -0.853 0.00 -0.179 0.0596 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
10.004885589795766 -0.853 0.00 -0.179 0.0596 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
11.004885589795766 -0.853 0.00 -0.179 0.0596 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
12.004885589795766 -0.853 0.00 -0.179 0.0596 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
13.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
14.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
15.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
16.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
17.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.625 0.06477364706128705 4149.864864864862 4192.8378378378375 4184.25 114.2607134161097 0.0 0.0 0.0 0.0
18.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.59620334620335 0.06620103949575727 4149.864864864862 4192.8378378378375 4183.040540540541 116.77863367051617 0.0 1.0 0.19499999999999995 0.0651262626262627
19.004885589795766 0.00 0.00 0.00 0.00 98.80630630630624 99.82947232947232 99.56399613899615 0.07167773311595169 4149.864864864862 4192.8378378378375 4181.687837837838 126.43952121653759 0.0 1.0 0.19499999999999995 0.0651262626262627
20.004885589795766 0.00 0.00 0.00 0.00 98.78378378378375 99.82947232947232 99.53178893178894 0.08104710871762945 4148.918918918917 4192.8378378378375 4180.335135135136 142.96709977789828 0.0 1.0 0.19499999999999995 0.0651262626262627
21.004885589795766 0.00 0.00 0.00 0.00 98.61647361647361 99.82947232947232 99.49958172458173 0.09430916630079228 4141.891891891892 4192.8378378378375 4178.982432432433 166.36136935459777 0.0 1.0 0.19499999999999995 0.0651262626262627
22.004885589795766 0.00 0.00 0.00 0.00 98.44594594594594 99.82947232947232 99.46737451737454 0.11146390586543992 4134.729729729729 4192.8378378378375 4177.629729729731 196.6223299466358 0.0 1.0 0.19499999999999995 0.0651262626262627
23.004885589795766 -0.853 0.00 -0.161 0.0487 98.44594594594594 99.82947232947232 99.44543114543116 0.11650624198885623 4134.729729729729 4192.8378378378375 4176.708108108109 205.51701086834257 0.0 1.0 0.115 0.05482323232323237
24.004885589795766 -0.853 0.00 -0.161 0.0487 98.44594594594594 99.82947232947232 99.42519305019306 0.1243321525657315 4134.729729729729 4192.8378378378375 4175.858108108108 219.32191712595016 0.0 1.0 0.115 0.05482323232323237
25.004885589795766 -0.853 0.00 -0.161 0.0487 98.44594594594594 99.82947232947232 99.40495495495497 0.13568006907773975 4134.729729729729 4192.8378378378375 4175.008108108109 239.33964185313215 0.0 1.0 0.115 0.05482323232323237
26.004885589795766 -0.853 0.00 -0.161 0.0487 98.44594594594594 99.82947232947232 99.38471685971687 0.15054999152488088 4134.729729729729 4192.8378378378375 4174.1581081081085 265.5701850498892 0.0 1.0 0.115 0.05482323232323237
27.004885589795766 -0.853 0.00 -0.161 0.0487 98.44594594594594 99.82947232947232 99.36447876447879 0.16894191990715435 4134.729729729729 4192.8378378378375 4173.308108108109 298.01354671622124 0.0 1.0 0.115 0.05482323232323237
28.004885589795766 -0.853 0.00 -0.101 0.0440 98.33976833976833 99.82947232947232 99.34083011583013 0.17709812618112028 4130.27027027027 4192.8378378378375 4172.314864864866 312.40109458349707 0.0 1.0 0.15 0.07323232323232319
29.004885589795766 -0.853 0.00 -0.101 0.0440 98.23359073359073 99.82947232947232 99.31483268983271 0.18666215376316644 4125.810810810811 4192.8378378378375 4171.222972972973 329.272039238225 0.0 1.0 0.15 0.07323232323232319
30.004885589795766 -0.853 0.00 -0.101 0.0440 98.12741312741313 99.82947232947232 99.28883526383528 0.20078023480531418 4121.351351351352 4192.8378378378375 4170.131081081082 354.17633419657346 0.0 1.0 0.15 0.07323232323232319
31.004885589795766 -0.853 0.00 -0.101 0.0440 98.02123552123554 99.82947232947232 99.26283783783786 0.21945236930756337 4116.891891891893 4192.8378378378375 4169.03918918919 387.11397945854173 0.0 1.0 0.15 0.07323232323232319
32.00488558979576 -0.853 0.00 -0.101 0.0440 97.91505791505793 99.82947232947232 99.23684041184043 0.24267855726991577 4112.432432432433 4192.8378378378375 4167.947297297298 428.0849750241307 0.0 1.0 0.15 0.07323232323232319
33.00488558979576 -0.853 0.00 -0.130 0.0569 97.85070785070788 99.82947232947232 99.1997747747748 0.24301957755945483 4109.729729729731 4192.8378378378375 4166.390540540541 428.68653481488013 0.0 1.0 0.20500000000000002 0.07118686868686856
34.00488558979576 -0.853 0.00 -0.130 0.0569 97.78635778635783 99.82947232947232 99.16377091377095 0.24693677364203176 4107.027027027028 4192.8378378378375 4164.878378378379 435.5964687045433 0.0 1.0 0.20500000000000002 0.07118686868686856
35.00488558979576 -0.853 0.00 -0.130 0.0569 97.72200772200776 99.82947232947232 99.12776705276708 0.25553142083062896 4104.324324324326 4192.8378378378375 4163.366216216217 450.7574263452298 0.0 1.0 0.20500000000000002 0.07118686868686856
36.00488558979576 -0.853 0.00 -0.130 0.0569 97.65765765765771 99.82947232947232 99.09176319176322 0.268803519125249 4101.6216216216235 4192.8378378378375 4161.854054054055 474.16940773693955 0.0 1.0 0.20500000000000002 0.07118686868686856
37.00488558979576 -0.853 0.00 -0.130 0.0569 97.59330759330764 99.82947232947232 99.05575933075937 0.2867530685258912 4098.918918918921 4192.8378378378375 4160.341891891893 505.83241287967195 0.0 1.0 0.20500000000000002 0.07118686868686856
38.00488558979576 -0.853 0.00 -0.180 0.0585 97.59330759330764 99.82947232947232 99.0527670527671 0.2889098127193145 4098.918918918921 4192.8378378378375 4160.216216216218 509.6369096368706 0.0 0.0 0.0 0.0
