#####################################################################
# Alchemist log file - simulation started at: 2025-12-30T13:30+0000 #
#####################################################################
#
# seed = 1.0, randomAugmentedSeed = 1
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] batteryCapacity[min] batteryCapacity[max] batteryCapacity[mean] batteryCapacity[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] batteryPercentage[min] batteryPercentage[max] batteryPercentage[mean] batteryPercentage[variance] totalCost[min] totalCost[max] totalCost[mean] totalCost[variance] componentsInCloud[min] componentsInCloud[max] componentsInCloud[mean] componentsInCloud[sum] componentsInCloud[variance] componentsInInfrastructural[min] componentsInInfrastructural[max] componentsInInfrastructural[mean] componentsInInfrastructural[sum] componentsInInfrastructural[variance] loss[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN 0.0 NaN NaN
0.004885589795766698 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN 0.0 NaN NaN
1.0048855897957667 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN
2.0048855897957667 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 0.861111111111111 0.17222222222222222 0.14830246913580247 0.0 0.0 0.0 0.0 0.0 0.0 31.0 10.333333333333332 31.0 320.3333333333333 NaN
3.0048855897957667 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 2.25 0.45 1.0125000000000002 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
4.004885589795767 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 3.638888888888889 0.7277777777777777 2.648302469135802 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
5.004885589795767 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 5.027777777777779 1.0055555555555558 5.0557098765432125 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
6.004885589795767 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 6.416666666666668 1.2833333333333337 8.234722222222224 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
7.004885589795767 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 7.805555555555557 1.5611111111111113 12.185339506172845 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
8.004885589795766 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 9.194444444444446 1.8388888888888892 16.90756172839507 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
9.004885589795766 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 10.583333333333336 2.116666666666667 22.401388888888906 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
10.004885589795766 NaN NaN NaN NaN 4192.8378378378375 4200.0 4198.281081081081 9.746347699051409 0.0 0.0 0.0 0.0 99.82947232947232 100.0 99.95907335907336 0.005525140418963167 0.0 11.972222222222225 2.394444444444445 28.666820987654326 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335 NaN
